judge_score,tp,fp,fn,justification,main_category,nct_id
5,5.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items are observed. No formatting or logical issues detected.",,NCT00780078
5,5.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or logical distortions. Formatting of the arrays is correct.",,NCT03586752
5,7.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT00781404
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly capture all concepts from the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate; splitting the combined exclusion bullet into separate list items does not constitute an error.",,NCT05574699
5,18.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria. No items are missing, added, or altered, and the formatting is appropriate. Therefore, the extraction is perfect.",,NCT04610060
4,6.0,0.0,0.0,"All inclusion and exclusion items from the original text are present with no extra (hallucinated) items and no logical distortions. The only issue is a minor formatting choice: the age requirement, which in the source is part of a single sentence introducing the list, was extracted as a separate bullet. This does not affect content accuracy, so it is a minor formatting issue.",,NCT03695718
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT02301689
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT06605326
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is correct.",,NCT06955351
3,3.0,0.0,1.0,"The extracted inclusion criteria perfectly match the original. The exclusion criteria capture the first two sentences but omit the third sentence about physical activity not being encouraged or limited, resulting in a minor omission.",Omission,NCT05189301
5,6.0,0.0,0.0,"All extracted inclusion and exclusion items exactly match the original criteria with no omissions, hallucinations, or distortions. Formatting is appropriate.",,NCT00292539
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, distortions, or formatting problems.",,NCT02485977
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT00664222
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting issues.",,NCT04014153
5,6.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria. No items are missing, added, or altered, and formatting is consistent with the source. Therefore, the extraction is perfect.",,NCT05748054
5,3.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are accurately captured with no omissions, hallucinations, or logical distortions.",,NCT03219996
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT00303511
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT04482816
5,6.0,0.0,0.0,"All inclusion and exclusion criteria are extracted verbatim with no omissions, hallucinations, or distortions. Formatting matches the source.",,NCT03470155
5,37.0,0.0,0.0,"The extracted inclusion and exclusion lists contain every criterion from the raw eligibility text with no missing items, no added (hallucinated) items, and no alterations that change meaning. Minor formatting differences (e.g., whitespace, unicode symbols) do not affect content fidelity. Therefore the extraction is perfect.",,NCT03724812
3,23.0,0.0,1.0,All inclusion criteria are fully captured. Exclusion criteria miss the separate bullet 'Ongoing infection requiring antibiotic therapy' which is distinct from 'Current infection requiring prescription of antibiotics'. No extra criteria are introduced. Hence a minor omission leads to a score of 3.,Omission,NCT04646811
2,27.0,0.0,1.0,"The extracted lists contain all items from the original criteria, but the inclusion criterion regarding LVEF omits the essential ""≤"" sign (""LVEF ≤45%"" becomes ""LVEF 45%""), which changes the clinical threshold and constitutes a logical distortion. Additionally, a minor typographical error ""CABJ"" instead of ""CABG"" is present. No items are missing or added beyond the original set, so false positives are zero and there is one false negative due to the distorted LVEF criterion.",Distortion,NCT03418233
4,11.0,0.0,0.0,"The extracted criteria faithfully reproduce all raw inclusion and exclusion items. The only issue is a minor formatting artifact in the inclusion list where the less‑than‑or‑equal symbol is represented as ""\b\u2264"" instead of the proper ""≤"". No items are omitted, added, or logically altered.",,NCT01437371
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are found. No formatting errors affect the content.",,NCT00317252
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT00884559
5,8.0,0.0,0.0,"The extracted inclusion criterion exactly matches the sole inclusion statement in the raw text. All eight distinct exclusion criteria from the raw list are present in the extracted list, with combined bullet items correctly split into separate entries. No criteria are missing, added, or altered, and the formatting is appropriate.",,NCT01367197
4,14.0,0.0,0.0,"All original inclusion and exclusion items are present in the extracted lists. The only issues are minor formatting problems: the first inclusion entry concatenates the introductory phrase with the first condition, and there are small inconsistencies such as missing spaces after 'according ot the' and capitalization differences. No items are omitted, added, or logically altered.",,NCT01859897
4,14.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists, so there are no omissions or hallucinations. The only issue is the renal disease criterion, which is combined into a single string with garbled escape sequences and missing inequality symbols, representing a minor formatting distortion. Therefore the extraction is mostly correct with a minor formatting issue.",Distortion,NCT01053910
4,48.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all criteria present in the raw text with accurate wording and no added or missing items. Minor formatting inconsistencies (extra spaces, punctuation differences) are present but do not affect the semantic fidelity, leading to a near‑perfect extraction. No hallucinations, omissions, or logical distortions were identified.",,NCT03030274
5,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no additional or altered items are introduced. No omissions, hallucinations, logical distortions, or formatting problems are observed.",,NCT02222818
4,23.0,0.0,0.0,All inclusion and exclusion criteria from the raw text are present in the extracted lists. No criteria are missing (no false negatives) and no extra criteria are introduced (no false positives). The only deviation is a minor formatting issue: the inclusion bullet points are concatenated into a single string rather than separate list items. Content fidelity is otherwise perfect.,,NCT02925624
4,17.0,0.0,0.0,"All inclusion and exclusion criteria are present and semantically correct. The inclusion criteria contain minor formatting artifacts such as escaped quotes and the use of "">="" and ""<="" instead of the original symbols, but no content is omitted, hallucinated, or distorted.",,NCT05219708
2,8.0,2.0,2.0,"All raw criteria are present in the extracted lists, but two inclusion items are missing critical inequality symbols (≤ and <), altering their meaning. These are logical distortions, not mere formatting errors. No extra (hallucinated) criteria are introduced. Consequently, there are 8 true positives (correctly captured items), 2 false positives (the distorted items), and 2 false negatives (the same items because they are not correctly captured). The presence of logical distortions warrants a score of 2.",Distortion,NCT04598646
4,11.0,0.0,0.0,"All original inclusion and exclusion criteria are present; however, several extracted items contain unnecessary escape characters and formatting artifacts (e.g., ""\"">=\""18"" instead of ""≥18"", ""\"">=\""7"" instead of ""≥7"", extra quotes around numeric thresholds). These are minor formatting issues but do not alter the meaning.",,NCT03673397
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, distortions, or formatting problems.",,NCT05711810
5,11.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria with no missing items, no added items, and no alterations. Formatting is appropriate as JSON string arrays.",,NCT01887262
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items were identified.",,NCT00692991
5,14.0,0.0,0.0,"All inclusion and exclusion criteria are present and accurately reflect the original text. No items are missing, added, or altered. Unicode escapes represent the same characters, which is a neutral formatting choice.",,NCT02630290
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, accurately worded, and no extra or missing items were found. No logical distortions or formatting problems detected.",,NCT02599935
5,10.0,0.0,0.0,"The extracted inclusion criteria capture all unique items from the raw text without adding any non‑existent items. Duplicated criteria across cohorts are represented once, which is appropriate and does not constitute an omission. The extracted exclusion criteria exactly match the raw list. No hallucinations, logical distortions, or formatting problems are present.",,NCT03948776
5,16.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were found. No logical distortions or formatting problems detected.",,NCT00494117
4,6.0,0.0,0.0,"The extracted criteria capture all content from the raw eligibility text. The only issue is the removal of the word 'AND' before the second inclusion criterion, which is a minor formatting discrepancy but does not alter meaning.",,NCT02837497
4,13.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. Minor formatting differences such as the use of '<=' instead of '≤' and an extra space in 'cryo- ablation' do not affect the semantic content, resulting in a minor formatting issue.",,NCT02757443
5,4.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no logical distortions. Minor formatting differences are absent; the extraction faithfully reproduces the original criteria.",,NCT04078815
5,17.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no additional or missing items. No hallucinations, omissions, or logical distortions were detected.",,NCT00825318
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alterations. Formatting is acceptable.",,NCT01814228
4,7.0,0.0,0.0,"The extracted lists contain all inclusion and exclusion criteria present in the raw text with no missing or extra items. The wording is faithful; only a minor formatting difference (Unicode representation of the section symbol) is observed, which does not affect meaning.",,NCT04327128
5,9.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria with no missing, extra, or altered items.",,NCT02814474
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting problems.",,NCT02317068
5,6.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or logical distortions. Formatting is correct.",,NCT01413399
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is correct.",,NCT03024021
4,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only issues are minor formatting inconsistencies, such as an extra space before a comma and the collapsing of bullet points into a single sentence, which do not affect the semantic content.",,NCT03091959
5,4.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the raw text with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT00820027
5,5.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the original eligibility criteria with no omissions, hallucinations, distortions, or formatting errors.",,NCT02648061
5,2.0,0.0,0.0,"The extracted inclusion criteria exactly match the two items in the original text, and the exclusion criteria correctly reflects 'none' with an empty list. No omissions, hallucinations, or distortions are present.",,NCT00261664
5,13.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors. All 13 criteria are correctly captured.",,NCT02517632
5,9.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the raw eligibility criteria with exact wording and no extra or missing entries. No logical distortions, hallucinations, or formatting problems are present.",,NCT01294111
5,6.0,0.0,0.0,"All extracted inclusion and exclusion criteria exactly match the original text; there are no omissions, hallucinations, logical distortions, or formatting problems.",,NCT01144819
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility criteria with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT02464865
5,13.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria with no missing items, no added items, and no alterations. Formatting is appropriate.",,NCT02754921
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. All items are present and correctly phrased.",,NCT05408104
5,4.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present, correctly worded, and no extra or missing items were introduced. No logical distortions or hallucinations detected.",,NCT05191992
5,13.0,0.0,0.0,"All inclusion and exclusion criteria are present, correctly captured, and no extra or missing items are found. Minor formatting differences (e.g., use of "">="" instead of ""≥"") do not affect content.",,NCT03186092
5,11.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original lists. No items are missing, added, or altered. Formatting of the JSON arrays is correct. Therefore the extraction is perfect.",,NCT01220349
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were identified. No logical distortions or hallucinations detected.",,NCT04323852
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, distortions, or formatting problems.",,NCT04431349
4,5.0,0.0,0.0,"All inclusion and exclusion criteria are present and semantically identical to the original text. The only discrepancy is the removal of a semicolon after the second inclusion item, which is a minor formatting difference.",,NCT05721417
2,6.0,1.0,1.0,"The extracted exclusion criteria match the original perfectly. In the inclusion criteria, the age condition was altered from ""≥ 20 years"" to "" > 20 years"", changing the meaning and constituting a logical distortion. All other criteria are correctly extracted. This distortion warrants a score of 2 according to the rubric.",Distortion,NCT04741724
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original lists with no omissions, hallucinations, logical distortions, or formatting issues.",,NCT00469248
2,6.0,2.0,1.0,"Exclusion criteria are extracted perfectly (6 true positives, no false positives or false negatives). Inclusion criterion is incorrectly split into two fragments, omitting the critical '≤' symbol and altering the meaning; thus the original single criterion is not correctly captured (0 true positives, 2 false positives, 1 false negative). This constitutes a major logical distortion.",Distortion,NCT02847585
5,5.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, distortions, hallucinations, or formatting problems.",,NCT02865525
5,7.0,0.0,0.0,"All inclusion criteria are captured exactly with no omissions, hallucinations, or distortions. The exclusion criteria, although originally presented as a single sentence, contain three distinct conditions which are all correctly extracted as separate items. No extra or incorrect items are present. Formatting of the lists is appropriate.",,NCT02385474
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with accurate content. No items are missing, added, or altered. Minor formatting differences (e.g., removal of escape character) do not affect meaning.",,NCT02068040
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting issues.",,NCT00949715
5,6.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are introduced. No hallucinations, omissions, or logical distortions are observed. Formatting is appropriate.",,NCT02494414
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alterations. Formatting is correct and there are no logical distortions.",,NCT01295749
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT01673893
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, distortions, or formatting errors.",,NCT06431204
5,3.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are observed. Formatting is appropriate.",,NCT05715879
5,4.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting as JSON arrays is appropriate.",,NCT03012256
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT00827957
5,0.0,0.0,0.0,"The raw eligibility text states that no inclusion or exclusion criteria are provided. The extracted lists are both empty, accurately reflecting the source. No omissions, hallucinations, or distortions are present.",,NCT00004574
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting problems. All 12 criteria are correctly captured.",,NCT01723527
5,8.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with accurate wording. No criteria are omitted, added, or altered, and the formatting (JSON array of strings) is appropriate. Therefore the extraction is perfect.",,NCT03259815
4,2.0,0.0,0.0,"The extracted inclusion criterion fully captures the original text. The extracted exclusion criterion contains all the same content but omits the closing parenthesis, which is a minor formatting issue. No information is omitted, added, or distorted.",,NCT03028168
4,23.0,4.0,0.0,"The extracted inclusion criteria perfectly match the original text. All exclusion criteria are present, but four items are duplicated (Age <20, pregnancy/breastfeeding, drug/alcohol abuse, inability to follow procedures), resulting in false positives. No criteria are missing or invented, so there are no omissions, distortions, or hallucinations. The minor issue of duplicate entries leads to a score of 4 (minor formatting issue).",,NCT03986892
4,12.0,0.0,0.0,"All inclusion and exclusion criteria are present and correctly captured. The only issue is minor formatting: the grouped items under ""Any individuals with"" and ""Any individuals currently taking"" are split into separate entries, which deviates slightly from the original grouping but does not affect content accuracy.",,NCT01594411
5,8.0,0.0,0.0,"All inclusion and exclusion criteria are accurately captured with no omissions, hallucinations, or distortions. Minor formatting differences (e.g., '>=' vs '≥') do not affect correctness.",,NCT05726799
2,19.0,0.0,0.0,"The extracted lists contain all items, but the HFpEF inclusion criterion is incorrectly rendered: the original ""Symptoms ± signs"" is changed to ""Symptoms > signs"", altering the meaning. Additionally, the HbA1c range uses '>' instead of '≥', which is a logical distortion. These distortions lower the quality despite no omissions or hallucinations.",Distortion,NCT03753087
4,11.0,0.0,0.0,"All criteria from the original text are present in the extracted lists. The only issue is a formatting error in the second inclusion criterion (""Age \"",\"">= 18 years""), which adds extraneous characters but does not change the meaning. No omissions, hallucinations, or logical distortions were found.",,NCT05633784
5,9.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items are observed. Formatting of the JSON arrays is appropriate, with no punctuation errors affecting meaning.",,NCT04108884
4,2.0,0.0,0.0,"The extracted inclusion criterion exactly matches the original text. The exclusion criteria are represented as ""N/A"", which faithfully reflects the source indicating no exclusions, though an empty list might be preferred. No omissions, hallucinations, or logical distortions are present.",,NCT03098589
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT02322359
5,12.0,0.0,0.0,"The extracted inclusion criteria contain all six unique items from the raw text (demographics, troponin order, consent, Myoglobin range, CK-MB range, NT-proBNP/BNP order) with no extra or missing elements. The extracted exclusion criteria also contain all six unique items from the raw text (healthy subjects, pregnancy/lactation, no cardiac marker test, blood sample timing, insufficient blood volume, non‑compliance) with no additions or omissions. No logical distortions or hallucinations are present, and the formatting of the lists is appropriate.",,NCT02191735
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original eligibility text. No criteria are omitted, added, or altered, and the JSON formatting is correct.",,NCT03665168
5,2.0,0.0,0.0,"Both inclusion and exclusion criteria are extracted verbatim from the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT04334291
4,15.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are captured with correct meaning. No criteria are missing or added, and there are no logical distortions. The only problems are minor formatting artifacts (escaped quotes and extra symbols like "">=) in some inclusion entries, which do not affect the content. Hence a score of 4 (minor formatting issue) is appropriate.",,NCT02831608
2,22.0,2.0,2.0,"All inclusion criteria are correctly captured. All 24 exclusion items are present, but two contain logical distortions: the QTc threshold is changed from ≥ to > and the participation interval is changed from ≤ 2 months to < 2 months. These distortions make the extracted statements inaccurate, counting as false positives and also as missing the correct statements (false negatives). No hallucinated items are found. Minor formatting quirks (extra quotation marks) are present but do not affect content.",Distortion,NCT03953989
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT04928326
4,9.0,0.0,0.0,All inclusion and exclusion criteria are present and accurate. The only issue is a minor formatting difference in the first inclusion criterion where '\textgreater=' is used instead of the original '≥' symbol.,,NCT06684236
5,9.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all nine criteria from the raw text with identical wording and no additional or missing items. No hallucinations, omissions, logical distortions, or formatting problems are present.",,NCT04125992
5,33.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no alteration of meaning. Minor whitespace differences do not affect content fidelity.",,NCT00225264
5,7.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. Formatting is appropriate for the required JSON structure.",,NCT03235063
5,19.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were found. No logical distortions or formatting problems detected.",,NCT02448147
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or logical distortions. All items are present and correctly worded.",,NCT06149104
5,6.0,0.0,0.0,"All inclusion and exclusion criteria are extracted completely and accurately with no omissions, hallucinations, or logical distortions. Formatting is appropriate.",,NCT03118752
5,11.0,0.0,0.0,"The extracted inclusion criterion fully captures the original text, preserving all details (asymptomatic very severe AS definition and surgery candidacy). The extracted exclusion list exactly matches each item from the source without omissions, hallucinations, or distortions. Minor formatting newline in inclusion is negligible.",,NCT01161732
5,2.0,0.0,0.0,"Both inclusion and exclusion criteria are extracted exactly as in the raw text with no omissions, hallucinations, distortions, or formatting problems.",,NCT02045498
5,10.0,0.0,0.0,All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no additional or missing items. No formatting errors affect the content.,,NCT03669198
2,30.0,0.0,0.0,"All 8 inclusion items and all 22 exclusion items are present, but the extracted inclusion criteria omit the inequality symbols (≥, ≤) for mean gradient, Vmax, valve area and valve area index, changing the quantitative thresholds. This logical distortion reduces the score to 2. No items are missing or added; formatting line‑break artifacts are minor.",Distortion,NCT02628899
2,9.0,1.0,2.0,"The extraction includes all three inclusion items and all seven exclusion items, but the first inclusion criterion is incorrectly rendered: the required '≥' symbols for age and fasting glucose are missing, changing the meaning of the eligibility thresholds. This constitutes a logical distortion and also a formatting error (extraneous quotation marks). No criteria are omitted or hallucinated, and the exclusion list is faithful to the source.",Distortion,NCT00488033
5,10.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text with no omissions, hallucinations, logical distortions, or formatting problems. All items are present and correctly worded.",,NCT00562952
4,15.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. No criteria are missing, added, or altered in meaning. The only minor issue is the formatting of the inclusion criteria: the composite bullet with three sub‑criteria was split into three separate entries, resulting in redundant phrasing. This is a minor formatting deviation but does not affect the factual content.",,NCT03518021
2,19.0,0.0,0.0,"All 19 exclusion criteria from the source are present, and the 4 inclusion criteria are exact matches, so there are no omissions or hallucinations. However, several extracted items contain corrupted inequality symbols (e.g., LVEF "" 35 % instead of ≤ 35 %, HbA1c "" 6.5 instead of ≥ 6.5, WBC "" 11,000, platelet "" 75,000, serum creatinine "" 2.0 mg/dL). These symbol errors alter the logical meaning of the criteria, representing logical distortions rather than mere formatting glitches. Consequently the extraction is judged as a major logical distortion, yielding a score of 2.",Distortion,NCT01117506
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alterations in meaning. Formatting is consistent with the source. Therefore, the extraction is perfect.",,NCT05954104
5,8.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no alterations. Formatting is appropriate.",,NCT03184233
2,6.0,1.0,0.0,"All criteria are present, but the fourth inclusion criterion is corrupted: the '≥' sign and the 'ß' in 'ß-blockers' are missing, and the text is split with stray commas, altering the meaning (≥ 3 months vs exactly 3 months) and drug name. This constitutes a logical distortion and formatting error. No criteria are omitted or hallucinated.",Distortion,NCT01625663
4,18.0,0.0,0.0,"All inclusion and exclusion criteria from the original text are present in the extracted lists with correct meaning. Minor formatting inconsistencies such as extra quotation marks and spacing are observed, but no items are omitted, added, or logically altered.",,NCT04350593
5,18.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no omissions, hallucinations, or logical distortions. Minor formatting differences (e.g., added closing parenthesis, punctuation) do not affect content fidelity.",,NCT00680706
5,14.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no missing items, no added items, and no logical distortions. Formatting is appropriate.",,NCT04526249
5,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no logical distortions. Formatting is appropriate.",,NCT00032487
2,32.0,1.0,0.0,"All criteria are present, but the extracted inclusion criterion for BMI incorrectly states "">= 32"" instead of the required ""<= 32"", representing a logical distortion. No items are omitted or hallucinated; formatting issues are minor.",Distortion,NCT02349893
2,12.0,0.0,0.0,"All criteria are present, but the extracted inclusion list has formatting errors and omits critical inequality symbols (≥ for age and ≤ for the furosemide dose). These omissions alter the meaning of the criteria, representing a logical distortion rather than a simple formatting issue.",Distortion,NCT02546583
5,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were found. No logical distortions or hallucinations are observed. Formatting is appropriate for JSON extraction.",,NCT04512703
3,21.0,0.0,1.0,"The extracted inclusion and exclusion lists contain all explicit criteria from the raw text. However, the inclusion criteria include a required condition that criteria 1-3 must be present within a 24‑hour period at enrollment, which was omitted from the extraction. This is a minor omission; no hallucinated or distorted criteria were found.",Omission,NCT02097641
5,2.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. Formatting is faithful; therefore a perfect score is warranted.",,NCT05871879
2,8.0,0.0,0.0,"All four inclusion and four exclusion criteria are present, so there are no omissions or hallucinations. However, the extracted inclusion criteria contain serious formatting and logical errors: the age criterion is split into ""Age \"""",""18 years old at time of SAH"" and lacks the required ≥ sign, and the hemoglobin criterion is split similarly and omits the ≤ sign. These distort the intended meaning of the eligibility rules, which is a logical distortion rather than a simple formatting glitch. Consequently the extraction receives a score of 2.",Distortion,NCT03309579
5,13.0,0.0,0.0,"All inclusion and exclusion criteria are extracted exactly as in the original text with no omissions, hallucinations, or logical distortions. Formatting of the JSON arrays is correct.",,NCT02976961
5,9.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, or distortions. All items are present and correctly worded.",,NCT05366673
2,8.0,2.0,3.0,"The extraction omitted the control group matching criteria (age, gender, height, weight) and failed to include the management statement. More critically, it misclassified two heart‑failure inclusion conditions as exclusions: 'No history of dangerous arrhythmia's' and 'Not pacemaker dependent' were extracted as exclusion criteria, which is a logical distortion. These two misclassifications are counted as false positives, and the corresponding correct inclusion criteria are false negatives. Overall the extraction has major omissions and a logical distortion, warranting a score of 2.",Distortion,NCT02421341
5,22.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with exact wording and no extra items. No omissions, hallucinations, or logical distortions are observed. Formatting is appropriate.",,NCT02205541
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting issues.",,NCT04826159
4,14.0,0.0,0.0,"All 3 inclusion and 11 exclusion criteria are present, but three items suffer from formatting errors: the NIHSS ≥ 2 points criterion and the NIHSS ≥ 21 and blood pressure ≥ 180/110 mmHg criteria are split with stray quotes and the ≥ sign is missing. These are minor logical distortions caused by formatting, not omissions or hallucinations.",Distortion,NCT04275180
5,10.0,0.0,0.0,"All inclusion and exclusion criteria are extracted accurately with no omissions, hallucinations, or logical distortions. Formatting is appropriate for JSON arrays.",,NCT02265796
5,11.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no omissions, hallucinations, or distortions. Formatting is correct.",,NCT00990262
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT00498446
4,20.0,0.0,0.0,"All original inclusion (6) and exclusion (14) criteria are present in the extracted lists with correct content. No criteria are missing, added, or altered in meaning. Minor formatting issues such as missing spaces and concatenated sub‑points are observed, but they do not affect the fidelity of the extraction.",,NCT05102903
4,13.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with correct content. The only issue is minor formatting: the extracted items are wrapped in quotation marks and contain escaped characters, which does not affect the meaning but is a slight deviation from the original presentation.",,NCT04144959
